id,period,status,city_client,department_client,status_str,department_code,country_client
713,2023-08-18 01:39:49,0,Inzá,Cauca,inactive,19,Colombia
714,2022-09-09 14:05:52,0,Samacá,Boyacá,inactive,15,Colombia
715,2022-01-30 09:20:10,1,San Andrés de Cuerquía,Antioquia,active,5,Colombia
716,2023-07-28 16:50:35,1,Chita,Boyacá,active,15,Colombia
717,2023-01-19 04:20:40,0,Sevilla,Valle del Cauca,inactive,76,Colombia
718,2022-12-15 13:09:41,1,Puebloviejo,Magdalena,active,47,Colombia
719,2023-02-25 12:10:38,1,Vijes,Valle del Cauca,active,76,Colombia
720,2022-08-30 03:36:53,1,Titiribí,Antioquia,active,5,Colombia
721,2023-11-29 00:37:03,0,Amalfi,Antioquia,inactive,5,Colombia
722,2022-11-25 03:52:48,1,Solano,Caquetá,active,18,Colombia
723,2022-01-09 17:20:20,1,Albán,Nariño,active,52,Colombia
724,2024-01-17 01:26:44,0,Florencia,Caquetá,inactive,18,Colombia
725,2022-01-20 17:40:32,0,Lourdes,Norte de Santander,inactive,54,Colombia
726,2022-02-24 22:51:43,1,Río Iró,Chocó,active,27,Colombia
727,2022-10-17 18:06:14,0,Mutiscua,Norte de Santander,inactive,54,Colombia
728,2023-01-15 18:30:41,1,La Virginia,Risaralda,active,66,Colombia
729,2023-01-20 12:10:05,0,Villa de Leyva,Boyacá,inactive,15,Colombia
730,2023-03-24 16:40:42,1,Palmas del Socorro,Santander,active,68,Colombia
731,2022-08-10 05:54:55,0,Pivijay,Magdalena,inactive,47,Colombia
732,2023-03-11 14:55:47,1,Une,Cundinamarca,active,25,Colombia
733,2022-01-25 11:11:37,0,Silos,Norte de Santander,inactive,54,Colombia
734,2022-08-26 23:49:26,1,Belén,Boyacá,active,15,Colombia
735,2023-08-01 14:00:42,0,Anorí,Antioquia,inactive,5,Colombia
736,2023-04-16 14:26:09,1,Pajarito,Boyacá,active,15,Colombia
737,2022-05-07 14:08:10,1,El Cantón del San Pablo,Chocó,active,27,Colombia
738,2022-09-28 06:24:17,0,Santa Rosa del Sur,Bolívar,inactive,13,Colombia
739,2022-11-10 21:29:49,0,Guatapé,Antioquia,inactive,5,Colombia
740,2023-08-02 03:23:03,1,Fusagasugá,Cundinamarca,active,25,Colombia
741,2023-03-18 16:31:54,1,Aguada,Santander,active,68,Colombia
742,2022-12-07 03:13:16,0,Chivatá,Boyacá,inactive,15,Colombia
743,2023-10-11 13:29:32,0,Chiquinquirá,Boyacá,inactive,15,Colombia
744,2022-02-05 11:32:51,1,Rondón,Boyacá,active,15,Colombia
745,2023-02-12 18:44:51,0,La Vega,Cauca,inactive,19,Colombia
746,2022-10-22 03:56:37,1,Yondó,Antioquia,active,5,Colombia
747,2023-01-17 22:43:55,1,Nilo,Cundinamarca,active,25,Colombia
748,2022-11-24 03:45:54,0,Puerto Santander,Amazonas,inactive,91,Colombia
749,2023-03-02 14:21:19,0,Enciso,Santander,inactive,68,Colombia
750,2023-08-26 06:16:28,0,Santa Catalina,Bolívar,inactive,13,Colombia
751,2023-04-14 07:38:09,0,Cértegui,Chocó,inactive,27,Colombia
752,2022-01-04 03:43:18,0,Concepción,Antioquia,inactive,5,Colombia
753,2023-08-12 19:26:36,0,San Cayetano,Norte de Santander,inactive,54,Colombia
754,2023-12-19 09:12:27,0,Acevedo,Huila,inactive,41,Colombia
755,2024-01-16 08:29:23,0,Nobsa,Boyacá,inactive,15,Colombia
756,2023-05-03 16:58:54,1,Altamira,Huila,active,41,Colombia
757,2022-09-10 15:25:04,0,Vijes,Valle del Cauca,inactive,76,Colombia
758,2022-02-28 04:30:40,1,San José de Cúcuta,Norte de Santander,active,54,Colombia
759,2023-07-28 03:36:43,0,Solano,Caquetá,inactive,18,Colombia
760,2023-03-14 16:52:29,0,Papunahua,Vaupés,inactive,97,Colombia
761,2022-07-21 14:42:06,1,Vigía del Fuerte,Antioquia,active,5,Colombia
762,2022-07-07 10:19:21,0,El Rosal,Cundinamarca,inactive,25,Colombia
763,2022-06-25 03:52:13,1,La Belleza,Santander,active,68,Colombia
764,2023-09-18 22:11:56,0,San Calixto,Norte de Santander,inactive,54,Colombia
765,2023-10-17 10:19:14,1,Lebrija,Santander,active,68,Colombia
766,2022-05-15 02:58:34,0,Cerrito,Santander,inactive,68,Colombia
767,2023-11-21 05:26:45,1,Carepa,Antioquia,active,5,Colombia
768,2024-01-13 13:08:54,1,Boavita,Boyacá,active,15,Colombia
769,2023-10-02 16:21:20,0,La Pintada,Antioquia,inactive,5,Colombia
770,2022-06-27 21:56:12,0,Barrancabermeja,Santander,inactive,68,Colombia
771,2024-01-26 04:03:29,1,Silvia,Cauca,active,19,Colombia
772,2022-09-19 08:00:09,1,Nimaima,Cundinamarca,active,25,Colombia
773,2023-03-30 04:19:10,0,Neira,Caldas,inactive,17,Colombia
774,2022-02-11 12:44:00,0,San Pelayo,Córdoba,inactive,23,Colombia
775,2022-12-26 05:49:32,1,Muzo,Boyacá,active,15,Colombia
776,2022-05-10 11:52:11,1,Gámeza,Boyacá,active,15,Colombia
777,2023-10-03 05:12:15,1,Tibú,Norte de Santander,active,54,Colombia
778,2022-03-25 22:14:08,0,El Cairo,Valle del Cauca,inactive,76,Colombia
779,2023-05-07 22:49:28,1,Taraira,Vaupés,active,97,Colombia
780,2022-10-06 19:27:26,1,Cajicá,Cundinamarca,active,25,Colombia
781,2022-02-24 10:57:20,1,Sucre,Santander,active,68,Colombia
782,2023-11-22 20:09:20,0,Soledad,Atlántico,inactive,8,Colombia
783,2023-08-20 16:46:13,0,Elías,Huila,inactive,41,Colombia
784,2022-09-22 03:24:18,0,Necoclí,Antioquia,inactive,5,Colombia
785,2023-06-11 10:04:42,1,San Pedro,Valle del Cauca,active,76,Colombia
786,2023-02-07 07:05:48,1,Piamonte,Cauca,active,19,Colombia
787,2023-10-10 09:44:35,0,Bucaramanga,Santander,inactive,68,Colombia
788,2022-05-27 18:33:48,0,Sopó,Cundinamarca,inactive,25,Colombia
789,2023-07-25 03:14:52,0,Guacamayas,Boyacá,inactive,15,Colombia
790,2022-06-16 23:40:59,0,Los Santos,Santander,inactive,68,Colombia
791,2023-08-08 16:00:54,0,Alejandría,Antioquia,inactive,5,Colombia
792,2022-05-23 05:28:44,0,Guacamayas,Boyacá,inactive,15,Colombia
793,2022-04-16 13:39:27,0,San Calixto,Norte de Santander,inactive,54,Colombia
794,2023-09-26 00:08:57,0,Francisco Pizarro,Nariño,inactive,52,Colombia
795,2022-03-21 20:22:54,1,La Florida,Nariño,active,52,Colombia
796,2022-01-13 12:18:57,0,Corrales,Boyacá,inactive,15,Colombia
797,2022-09-09 20:33:10,0,San Juan de Arama,Meta,inactive,50,Colombia
798,2023-05-25 15:55:03,0,Valle de San Juan,Tolima,inactive,73,Colombia
799,2022-01-29 00:16:09,0,Cogua,Cundinamarca,inactive,25,Colombia
800,2022-10-06 06:19:00,0,Candelaria,Atlántico,inactive,8,Colombia
801,2022-01-10 04:14:17,1,Sáchica,Boyacá,active,15,Colombia
802,2023-05-25 17:45:39,1,Recetor,Casanare,active,85,Colombia
803,2022-12-25 01:28:54,1,Tenza,Boyacá,active,15,Colombia
804,2023-10-30 11:04:45,0,San Pablo,Bolívar,inactive,13,Colombia
805,2022-01-29 00:04:37,1,Frontino,Antioquia,active,5,Colombia
806,2022-02-24 17:37:55,0,La Cumbre,Valle del Cauca,inactive,76,Colombia
807,2023-06-14 19:07:04,1,Villamaría,Caldas,active,17,Colombia
808,2023-12-19 11:11:42,0,San Martín de Loba,Bolívar,inactive,13,Colombia
809,2022-05-15 14:09:03,1,Buenavista,Quindío,active,63,Colombia
810,2022-03-17 02:37:53,1,Oporapa,Huila,active,41,Colombia
811,2022-07-01 03:30:44,0,Donmatías,Antioquia,inactive,5,Colombia
812,2024-01-23 00:16:43,1,Caramanta,Antioquia,active,5,Colombia
813,2022-04-15 09:18:04,0,San Juanito,Meta,inactive,50,Colombia
814,2023-11-05 23:01:25,0,Leiva,Nariño,inactive,52,Colombia
815,2023-09-24 21:13:15,1,González,Cesar,active,20,Colombia
816,2022-11-16 09:55:54,1,Campoalegre,Huila,active,41,Colombia
817,2024-01-21 12:16:27,1,Santa Bárbara,Santander,active,68,Colombia
818,2024-01-13 15:18:49,0,Calima,Valle del Cauca,inactive,76,Colombia
819,2023-03-19 03:10:15,1,Nueva Granada,Magdalena,active,47,Colombia
820,2022-12-20 13:25:32,1,San Antonio,Tolima,active,73,Colombia
821,2023-04-30 03:29:48,0,Paz de Río,Boyacá,inactive,15,Colombia
822,2022-03-11 16:35:58,0,Cereté,Córdoba,inactive,23,Colombia
823,2022-08-26 11:33:18,1,Caparrapí,Cundinamarca,active,25,Colombia
824,2023-05-27 13:34:01,1,Orito,Putumayo,active,86,Colombia
825,2022-09-13 20:09:33,1,Chinchiná,Caldas,active,17,Colombia
826,2023-04-06 14:15:49,0,Chivolo,Magdalena,inactive,47,Colombia
827,2022-04-29 18:04:10,0,Albania,Santander,inactive,68,Colombia
828,2022-06-26 12:42:59,0,La Paz,Santander,inactive,68,Colombia
829,2023-06-24 20:59:28,0,San Martín,Cesar,inactive,20,Colombia
830,2022-07-07 13:46:16,1,Restrepo,Valle del Cauca,active,76,Colombia
831,2024-01-17 08:50:13,1,El Guacamayo,Santander,active,68,Colombia
832,2023-03-27 12:56:41,0,Santa Rosa,Bolívar,inactive,13,Colombia
833,2022-01-31 08:10:54,1,Fusagasugá,Cundinamarca,active,25,Colombia
834,2023-12-18 02:29:17,0,Maripí,Boyacá,inactive,15,Colombia
835,2023-12-13 04:10:38,1,Pore,Casanare,active,85,Colombia
836,2024-01-04 20:47:01,0,Guaranda,Sucre,inactive,70,Colombia
837,2023-05-24 22:03:19,1,La Paz,Cesar,active,20,Colombia
838,2022-07-14 22:13:38,0,Ábrego,Norte de Santander,inactive,54,Colombia
839,2022-08-25 23:02:18,0,Manizales,Caldas,inactive,17,Colombia
840,2022-10-11 21:57:26,0,Toribío,Cauca,inactive,19,Colombia
841,2023-12-21 17:29:10,1,Villa Caro,Norte de Santander,active,54,Colombia
842,2022-11-15 22:52:39,1,Armero,Tolima,active,73,Colombia
843,2022-08-16 01:39:48,1,Coromoro,Santander,active,68,Colombia
844,2023-10-05 15:33:13,1,El Santuario,Antioquia,active,5,Colombia
845,2023-01-28 15:29:31,0,Puerto Caicedo,Putumayo,inactive,86,Colombia
846,2024-01-13 22:35:25,1,La Esperanza,Norte de Santander,active,54,Colombia
847,2022-06-26 09:33:38,1,Gamarra,Cesar,active,20,Colombia
848,2022-03-11 14:40:36,1,Villa de San Diego de Ubaté,Cundinamarca,active,25,Colombia
849,2023-12-03 15:44:11,0,Caucasia,Antioquia,inactive,5,Colombia
850,2022-05-05 17:00:47,0,Valledupar,Cesar,inactive,20,Colombia
851,2022-11-18 13:56:46,0,Pasca,Cundinamarca,inactive,25,Colombia
852,2023-01-16 17:24:12,0,San Rafael,Antioquia,inactive,5,Colombia
853,2022-10-13 20:32:19,0,Cimitarra,Santander,inactive,68,Colombia
854,2023-01-24 02:14:10,1,Íquira,Huila,active,41,Colombia
855,2023-04-02 04:13:49,0,El Zulia,Norte de Santander,inactive,54,Colombia
856,2023-09-09 01:23:31,1,Norosí,Bolívar,active,13,Colombia
857,2022-04-30 14:17:06,1,Cabuyaro,Meta,active,50,Colombia
858,2023-07-05 10:31:08,1,Ituango,Antioquia,active,5,Colombia
859,2022-08-13 12:01:30,0,Corozal,Sucre,inactive,70,Colombia
860,2022-09-18 13:16:16,1,Manaure,La Guajira,active,44,Colombia
861,2022-06-02 05:17:41,0,Guamo,Tolima,inactive,73,Colombia
862,2022-01-02 10:48:15,0,Villagarzón,Putumayo,inactive,86,Colombia
863,2022-01-20 15:10:03,1,Guachucal,Nariño,active,52,Colombia
864,2022-04-29 13:22:31,0,Tipacoque,Boyacá,inactive,15,Colombia
865,2022-06-02 05:10:02,0,Villa del Rosario,Norte de Santander,inactive,54,Colombia
866,2022-11-19 10:32:05,1,Jericó,Antioquia,active,5,Colombia
867,2023-01-15 08:59:03,1,La Llanada,Nariño,active,52,Colombia
868,2023-05-24 06:32:24,0,Macanal,Boyacá,inactive,15,Colombia
869,2023-05-11 03:45:23,0,Machetá,Cundinamarca,inactive,25,Colombia
870,2024-01-26 17:18:26,0,Tocaima,Cundinamarca,inactive,25,Colombia
871,2023-09-27 06:54:53,1,Paicol,Huila,active,41,Colombia
872,2023-06-10 19:35:50,0,Vianí,Cundinamarca,inactive,25,Colombia
873,2023-05-28 00:43:20,1,Galán,Santander,active,68,Colombia
874,2024-01-26 04:01:09,1,Mahates,Bolívar,active,13,Colombia
875,2022-05-18 19:17:13,1,Cajicá,Cundinamarca,active,25,Colombia
876,2023-03-08 08:43:43,1,Bajo Baudó,Chocó,active,27,Colombia
877,2022-02-12 19:04:26,1,Belmira,Antioquia,active,5,Colombia
878,2023-07-02 18:30:37,1,Guamal,Meta,active,50,Colombia
879,2022-12-31 18:59:38,1,Anserma,Caldas,active,17,Colombia
880,2022-06-02 03:54:57,1,Nariño,Cundinamarca,active,25,Colombia
881,2022-03-07 08:59:38,1,Ramiriquí,Boyacá,active,15,Colombia
882,2022-07-21 10:15:31,1,El Dovio,Valle del Cauca,active,76,Colombia
883,2022-12-02 06:08:54,1,San Vicente de Chucurí,Santander,active,68,Colombia
884,2022-02-09 04:58:35,0,Briceño,Boyacá,inactive,15,Colombia
885,2022-06-04 21:21:57,0,Abejorral,Antioquia,inactive,5,Colombia
886,2023-10-22 20:00:08,1,Corrales,Boyacá,active,15,Colombia
887,2023-06-27 14:34:46,1,Cantagallo,Bolívar,active,13,Colombia
888,2023-12-21 01:28:08,0,El Cantón del San Pablo,Chocó,inactive,27,Colombia
889,2022-02-14 07:15:48,0,Sucre,Santander,inactive,68,Colombia
890,2022-08-11 10:06:30,0,Mosquera,Cundinamarca,inactive,25,Colombia
891,2023-05-01 22:42:35,0,Valle del Guamuez,Putumayo,inactive,86,Colombia
892,2023-08-01 01:56:04,0,Choachí,Cundinamarca,inactive,25,Colombia
893,2023-12-20 04:30:26,1,Andes,Antioquia,active,5,Colombia
894,2023-02-16 15:23:44,1,Silos,Norte de Santander,active,54,Colombia
895,2022-05-11 00:20:09,0,Cartagena de Indias,Bolívar,inactive,13,Colombia
896,2023-02-28 22:40:54,0,Alvarado,Tolima,inactive,73,Colombia
897,2023-05-18 10:18:35,0,Puerto Gaitán,Meta,inactive,50,Colombia
898,2022-11-20 16:49:14,0,Santander de Quilichao,Cauca,inactive,19,Colombia
899,2022-01-05 11:52:01,0,Segovia,Antioquia,inactive,5,Colombia
900,2023-07-22 17:47:42,1,Campamento,Antioquia,active,5,Colombia
901,2023-11-13 17:32:21,0,Pachavita,Boyacá,inactive,15,Colombia
902,2024-01-26 07:04:03,0,Guapotá,Santander,inactive,68,Colombia
903,2022-03-10 13:35:58,0,Pueblo Bello,Cesar,inactive,20,Colombia
904,2023-07-27 11:14:52,1,Guadalupe,Santander,active,68,Colombia
905,2022-02-17 17:35:09,0,Pesca,Boyacá,inactive,15,Colombia
906,2023-03-09 06:47:08,1,Encino,Santander,active,68,Colombia
907,2022-03-05 23:51:05,1,El Guamo,Bolívar,active,13,Colombia
908,2023-12-09 03:35:20,0,Tarso,Antioquia,inactive,5,Colombia
909,2022-10-15 14:42:28,0,Guatapé,Antioquia,inactive,5,Colombia
910,2022-07-13 23:32:14,0,Ovejas,Sucre,inactive,70,Colombia
911,2022-12-24 17:01:26,1,Granada,Meta,active,50,Colombia
912,2023-11-22 17:41:03,1,Falan,Tolima,active,73,Colombia
913,2023-05-13 15:01:10,1,Cerrito,Santander,active,68,Colombia
914,2022-09-10 18:46:29,0,Cuítiva,Boyacá,inactive,15,Colombia
915,2022-09-16 07:24:48,0,El Tambo,Nariño,inactive,52,Colombia
916,2022-08-10 03:55:49,0,San Pedro,Valle del Cauca,inactive,76,Colombia
917,2024-01-18 14:01:17,0,El Rosal,Cundinamarca,inactive,25,Colombia
918,2023-05-21 20:14:44,1,Albania,Santander,active,68,Colombia
919,2022-09-01 21:23:37,0,Papunahua,Vaupés,inactive,97,Colombia
920,2023-03-14 16:28:03,0,Tocancipá,Cundinamarca,inactive,25,Colombia
921,2022-01-03 05:19:48,0,Pueblorrico,Antioquia,inactive,5,Colombia
922,2022-08-01 12:55:47,0,La Pintada,Antioquia,inactive,5,Colombia
923,2023-10-01 13:48:20,0,Hato,Santander,inactive,68,Colombia
924,2023-05-09 11:33:41,0,Corozal,Sucre,inactive,70,Colombia
925,2022-12-30 20:00:47,1,San José del Palmar,Chocó,active,27,Colombia
926,2022-11-06 06:27:49,0,Guática,Risaralda,inactive,66,Colombia
927,2023-01-25 07:18:38,0,Riofrío,Valle del Cauca,inactive,76,Colombia
928,2022-10-08 06:52:02,0,Guacamayas,Boyacá,inactive,15,Colombia
929,2022-05-02 00:31:43,1,Río de Oro,Cesar,active,20,Colombia
930,2023-10-07 15:06:35,0,Orocué,Casanare,inactive,85,Colombia
931,2022-12-31 02:51:57,0,Bojayá,Chocó,inactive,27,Colombia
932,2022-04-15 17:15:17,0,Linares,Nariño,inactive,52,Colombia
933,2022-03-17 15:33:33,1,Villagómez,Cundinamarca,active,25,Colombia
934,2022-08-24 09:14:50,1,Almaguer,Cauca,active,19,Colombia
935,2023-08-31 01:48:32,0,Tibirita,Cundinamarca,inactive,25,Colombia
936,2022-11-17 01:31:09,0,Santiago,Putumayo,inactive,86,Colombia
937,2023-03-20 13:39:07,0,Santa Cruz de Mompox,Bolívar,inactive,13,Colombia
938,2022-10-27 01:49:28,1,Puerto Guzmán,Putumayo,active,86,Colombia
939,2022-02-21 10:42:36,0,Corrales,Boyacá,inactive,15,Colombia
940,2023-11-03 14:28:03,0,Aquitania,Boyacá,inactive,15,Colombia
941,2023-01-24 20:48:38,0,Almeida,Boyacá,inactive,15,Colombia
942,2024-01-12 11:08:37,0,Tuluá,Valle del Cauca,inactive,76,Colombia
943,2023-10-02 21:25:27,1,Caucasia,Antioquia,active,5,Colombia
944,2024-01-17 18:22:18,0,Salento,Quindío,inactive,63,Colombia
945,2023-02-27 03:01:03,0,Condoto,Chocó,inactive,27,Colombia
946,2024-01-19 06:29:03,0,El Banco,Magdalena,inactive,47,Colombia
947,2022-01-12 07:51:54,1,Palestina,Huila,active,41,Colombia
948,2023-12-24 10:29:20,0,Chitaraque,Boyacá,inactive,15,Colombia
949,2023-11-13 12:40:43,0,San Sebastián de Mariquita,Tolima,inactive,73,Colombia
950,2022-10-20 01:57:04,0,Mosquera,Cundinamarca,inactive,25,Colombia
951,2023-03-31 02:33:02,1,San Pedro de Cartago,Nariño,active,52,Colombia
952,2023-04-17 23:21:56,1,Barranco de Loba,Bolívar,active,13,Colombia
953,2023-10-04 20:53:31,1,Magangué,Bolívar,active,13,Colombia
954,2023-11-24 17:13:37,1,Vegachí,Antioquia,active,5,Colombia
955,2022-08-09 04:25:03,0,Rovira,Tolima,inactive,73,Colombia
956,2022-03-15 08:40:09,0,Sabaneta,Antioquia,inactive,5,Colombia
957,2022-01-30 07:12:02,1,Concepción,Santander,active,68,Colombia
958,2023-10-30 04:32:40,0,Fredonia,Antioquia,inactive,5,Colombia
959,2023-11-28 13:35:08,1,Angelópolis,Antioquia,active,5,Colombia
960,2022-07-19 16:53:48,0,Sapuyes,Nariño,inactive,52,Colombia
961,2022-12-06 14:14:21,0,Castilla la Nueva,Meta,inactive,50,Colombia
962,2022-03-17 21:38:49,0,Envigado,Antioquia,inactive,5,Colombia
963,2023-04-17 20:16:37,0,Sabaneta,Antioquia,inactive,5,Colombia
964,2022-08-06 23:27:44,0,Tuchín,Córdoba,inactive,23,Colombia
965,2023-09-15 07:34:39,0,Oiba,Santander,inactive,68,Colombia
966,2024-01-18 09:45:33,0,Arboledas,Norte de Santander,inactive,54,Colombia
967,2023-02-17 10:14:12,0,Tarqui,Huila,inactive,41,Colombia
968,2022-08-08 11:42:57,1,San Cayetano,Norte de Santander,active,54,Colombia
969,2023-12-21 18:28:49,1,El Zulia,Norte de Santander,active,54,Colombia
970,2023-04-25 06:53:51,1,Caloto,Cauca,active,19,Colombia
971,2023-06-19 02:18:27,0,Timbiquí,Cauca,inactive,19,Colombia
972,2023-03-21 20:17:24,1,Turbo,Antioquia,active,5,Colombia
973,2023-03-26 12:50:08,1,Belén,Boyacá,active,15,Colombia
974,2023-12-26 06:28:27,1,Tarapacá,Amazonas,active,91,Colombia
975,2023-11-20 22:37:52,1,Manta,Cundinamarca,active,25,Colombia
976,2022-12-27 09:00:42,1,Oiba,Santander,active,68,Colombia
977,2022-01-16 13:23:32,1,Pailitas,Cesar,active,20,Colombia
978,2022-04-06 08:59:30,0,González,Cesar,inactive,20,Colombia
979,2023-05-15 07:53:05,1,Bolívar,Santander,active,68,Colombia
980,2022-10-01 13:47:31,0,Norcasia,Caldas,inactive,17,Colombia
981,2022-06-05 20:49:40,0,Zona Bananera,Magdalena,inactive,47,Colombia
982,2023-07-27 10:49:55,0,Samaniego,Nariño,inactive,52,Colombia
983,2023-05-02 15:34:06,0,Guadalajara de Buga,Valle del Cauca,inactive,76,Colombia
984,2022-04-30 04:11:12,0,Siachoque,Boyacá,inactive,15,Colombia
985,2022-02-19 07:18:42,0,Cáceres,Antioquia,inactive,5,Colombia
986,2023-03-04 03:35:35,1,San Lorenzo,Nariño,active,52,Colombia
987,2023-05-13 16:10:37,0,El Tarra,Norte de Santander,inactive,54,Colombia
988,2023-03-12 07:50:43,0,Guarne,Antioquia,inactive,5,Colombia
989,2023-05-30 20:24:07,0,Prado,Tolima,inactive,73,Colombia
990,2023-12-19 14:51:12,0,Guamo,Tolima,inactive,73,Colombia
991,2023-01-10 23:14:44,0,Caloto,Cauca,inactive,19,Colombia
992,2023-01-19 17:08:30,1,Bugalagrande,Valle del Cauca,active,76,Colombia
993,2022-12-24 09:56:24,1,Pisba,Boyacá,active,15,Colombia
994,2023-07-30 00:11:07,0,El Colegio,Cundinamarca,inactive,25,Colombia
995,2023-10-06 07:24:17,1,San José,Caldas,active,17,Colombia
996,2022-06-15 15:30:48,1,Puerto Rondón,Arauca,active,81,Colombia
997,2022-07-29 04:39:25,0,El Doncello,Caquetá,inactive,18,Colombia
998,2023-03-16 10:47:15,0,Cajibío,Cauca,inactive,19,Colombia
999,2023-06-05 12:25:19,0,San Pelayo,Córdoba,inactive,23,Colombia
1000,2022-02-15 14:40:38,0,San Diego,Cesar,inactive,20,Colombia
1001,2023-06-28 22:23:41,0,Cali,Valle del Cauca,inactive,76,Colombia
1002,2023-08-26 19:54:17,0,Arenal,Bolívar,inactive,13,Colombia
1003,2023-12-11 20:10:20,1,Pijiño del Carmen,Magdalena,active,47,Colombia
1004,2023-06-22 17:45:26,0,Salamina,Magdalena,inactive,47,Colombia
1005,2022-05-31 11:46:53,1,Valle de San José,Santander,active,68,Colombia
1006,2023-06-13 12:07:18,0,San Roque,Antioquia,inactive,5,Colombia
1007,2023-10-30 16:53:46,1,Cubará,Boyacá,active,15,Colombia
1008,2023-04-10 00:37:19,1,San Luis,Tolima,active,73,Colombia
1009,2024-01-16 13:22:47,1,Cicuco,Bolívar,active,13,Colombia
1010,2022-07-29 07:32:11,0,Arcabuco,Boyacá,inactive,15,Colombia
1011,2023-03-26 00:08:36,0,Barrancominas,Guainía,inactive,94,Colombia
1012,2023-05-30 03:24:45,0,Toribío,Cauca,inactive,19,Colombia
1013,2022-08-10 09:24:23,0,Puerto Colombia,Atlántico,inactive,8,Colombia
1014,2023-03-01 11:05:05,1,Riosucio,Chocó,active,27,Colombia
1015,2023-10-08 22:19:12,0,Cereté,Córdoba,inactive,23,Colombia
1016,2023-05-22 09:06:50,0,San Benito Abad,Sucre,inactive,70,Colombia
1017,2023-08-02 07:41:54,0,San Roque,Antioquia,inactive,5,Colombia
1018,2023-03-24 06:14:33,0,Cunday,Tolima,inactive,73,Colombia
1019,2024-01-13 01:59:41,0,Herrán,Norte de Santander,inactive,54,Colombia
1020,2024-01-08 09:16:06,1,Cerro de San Antonio,Magdalena,active,47,Colombia
1021,2022-06-08 13:36:07,0,San Miguel de Sema,Boyacá,inactive,15,Colombia
1022,2023-12-04 19:52:43,1,Enciso,Santander,active,68,Colombia
1023,2022-09-15 17:10:56,0,Los Patios,Norte de Santander,inactive,54,Colombia
1024,2023-08-14 23:27:40,1,Chipaque,Cundinamarca,active,25,Colombia
1025,2023-07-26 01:45:04,1,Algarrobo,Magdalena,active,47,Colombia
1026,2023-06-25 01:24:34,1,Fresno,Tolima,active,73,Colombia
1027,2022-06-24 03:06:19,0,Ricaurte,Nariño,inactive,52,Colombia
1028,2022-07-11 22:55:47,1,Buriticá,Antioquia,active,5,Colombia
1029,2023-12-22 02:52:05,0,Trujillo,Valle del Cauca,inactive,76,Colombia
1030,2023-02-27 12:40:22,0,San Gil,Santander,inactive,68,Colombia
1031,2023-09-07 22:47:15,0,Piendamó - Tunía,Cauca,inactive,19,Colombia
1032,2023-06-04 23:46:46,1,San Pablo,Bolívar,active,13,Colombia
1033,2023-11-23 07:08:18,0,Lebrija,Santander,inactive,68,Colombia
1034,2023-12-19 04:41:16,0,María la Baja,Bolívar,inactive,13,Colombia
1035,2023-07-22 04:23:29,0,Gramalote,Norte de Santander,inactive,54,Colombia
1036,2022-07-21 03:46:03,1,Toledo,Antioquia,active,5,Colombia
1037,2022-04-21 01:39:25,1,Tocancipá,Cundinamarca,active,25,Colombia
1038,2022-07-09 15:59:30,1,Santa Ana,Magdalena,active,47,Colombia
1039,2022-04-03 08:00:55,0,Valle de San José,Santander,inactive,68,Colombia
1040,2023-03-05 05:34:13,1,Yopal,Casanare,active,85,Colombia
1041,2022-02-07 01:46:00,1,Piendamó - Tunía,Cauca,active,19,Colombia
1042,2022-09-12 14:15:27,1,Sutamarchán,Boyacá,active,15,Colombia
1043,2022-03-28 09:43:44,1,El Castillo,Meta,active,50,Colombia
1044,2023-06-22 02:18:05,1,Marsella,Risaralda,active,66,Colombia
1045,2023-05-15 00:32:59,1,Samaná,Caldas,active,17,Colombia
1046,2023-09-07 23:35:43,1,Sutatausa,Cundinamarca,active,25,Colombia
1047,2023-10-02 19:20:09,1,Simijaca,Cundinamarca,active,25,Colombia
1048,2022-11-12 16:37:53,1,Cumbitara,Nariño,active,52,Colombia
1049,2022-07-27 10:44:40,0,Moñitos,Córdoba,inactive,23,Colombia
1050,2023-10-01 14:14:02,1,Santa Rosa de Viterbo,Boyacá,active,15,Colombia
1051,2023-05-25 03:46:26,1,Nocaima,Cundinamarca,active,25,Colombia
1052,2023-05-24 18:16:18,1,Guacarí,Valle del Cauca,active,76,Colombia
1053,2023-03-03 19:23:38,0,Tunja,Boyacá,inactive,15,Colombia
1054,2022-01-25 21:40:29,0,Cabrera,Cundinamarca,inactive,25,Colombia
1055,2022-02-13 06:08:10,0,Tibú,Norte de Santander,inactive,54,Colombia
1056,2023-12-23 15:57:46,1,Andalucía,Valle del Cauca,active,76,Colombia
1057,2023-04-09 20:13:21,1,Firavitoba,Boyacá,active,15,Colombia
1058,2023-06-16 00:29:43,1,La Gloria,Cesar,active,20,Colombia
1059,2024-01-14 03:50:57,0,Fortul,Arauca,inactive,81,Colombia
1060,2022-08-13 21:55:08,0,Saldaña,Tolima,inactive,73,Colombia
1061,2023-08-21 01:36:46,1,Talaigua Nuevo,Bolívar,active,13,Colombia
1062,2023-02-25 11:30:47,1,San Benito Abad,Sucre,active,70,Colombia
1063,2023-01-01 19:59:45,1,Turbaco,Bolívar,active,13,Colombia
1064,2022-02-02 16:41:52,0,San Pedro de los Milagros,Antioquia,inactive,5,Colombia
1065,2022-03-03 02:20:05,1,Chiquinquirá,Boyacá,active,15,Colombia
